基于	0
非	1
结构化	2
文本检索	3
模型	4
综述	5
。	6
随	7
办公	8
信息化	9
、	10
生活	11
网络化	12
不断	13
推进	14
，	15
诸如	16
企业	17
产品	18
问题	19
描述	20
Web	21
用户	22
评论	23
通信	24
文本	25
信息	26
等	27
新生	28
的	29
数据	30
也	31
伴随	32
着	33
快速	34
增长	35
以及	36
其	37
积累	38
这	39
对于	40
如何	41
能	42
准确	43
高效	44
地	45
检索	46
到	47
真实	48
需求	49
提出	50
了	51
新	52
要求	53
和	54
挑战	55
对	56
准确度	57
效率	58
具有	59
决定性	60
影响	61
近年来	62
大量	63
新兴	64
方法	65
融入	66
中	67
使	68
本身	69
变得	70
纷繁复杂	71
同时	72
传统	73
间	74
界限	75
模糊	76
从	77
出发	78
归纳	79
定义	80
通用	81
框架	82
；	83
进而	84
词项	85
相似性	86
计算	87
采用	88
数学	89
理论	90
进行	91
分类	92
并	93
详细	94
阐述	95
各类	96
发展	97
脉络	98
分析	99
优缺点	100
及	101
适用	102
场景	103
最后	104
讨论	105
环境	106
下	107
海量	108
面临	109
相关	110
研究	111
思考	112
面向	113
直方图	114
发布	115
差分	116
隐私	117
保护	118
与	119
匿名	120
相比	121
作为	122
一种	123
技术	124
抵抗	125
假设	126
攻击	127
背景	128
知识	129
能够	130
直观	131
表示	132
针对	133
国内外	134
在	135
静态数据	136
集	137
动态	138
数据流	139
方向	140
上	141
现状	142
介绍	143
有关	144
集下	145
存在	146
长	147
区间	148
添加	149
噪声	150
而	151
导致	152
累积	153
可用性	154
低	155
动态数据	156
流下	157
预算	158
容易	159
耗尽	160
解决	161
各	162
算法	163
对比	164
总结	165
出	166
目前	167
应用	168
未来	169
聚类	170
结构	171
变异	172
及其	173
形成	174
机制	175
识别	176
人类	177
基因组	178
涉及	179
不同	180
序列	181
长度	182
这些	183
癌症	184
发生	185
产生	186
显著	187
随着	188
新一代	189
测序	190
成本	191
降低	192
使得	193
全	194
水平	195
可能	196
对千人	197
三个	198
地区	199
样本	200
CGHub	201
数据库	202
中结	203
直肠癌	204
间断	205
点处	206
同源性	207
利用	208
方差分析	209
参数检验	210
关系	211
地域	212
之间	213
探讨	214
该	215
领域	216
发展趋势	217
最优	218
个数	219
初始	220
中心点	221
选取	222
K	223
-	224
means	225
数	226
k	227
值	228
事先	229
无法	230
确定	231
而且	232
是	233
随机性	234
这样	235
造成	236
结果	237
不	238
稳定	239
且	240
准确率	241
较	242
SSE	243
来	244
所在	245
周围	246
区域	247
相对	248
比较	249
密集	250
距离	251
较远	252
原则	253
避免	254
集中	255
一个	256
小	257
范围	258
防止	259
陷入	260
局部	261
实验	262
证明	263
通过	264
用	265
标准	266
UCI	267
选择	268
唯一	269
高	270
误差	271
平方和	272
超图	273
自	274
表征	275
谱	276
仅	277
考虑	278
点对点	279
相互	280
未	281
隐藏	282
复杂	283
相关性	284
首先	285
建立	286
得到	287
拉普拉斯	288
矩阵	289
然后	290
l2	291
1	292
范数	293
行	294
稀疏	295
多层次	296
生成	297
系数	298
Hopkins155	299
集上	300
表明	301
错误率	302
评判	303
优于	304
现有	305
普通	306
图	307
SSC	308
SRC	309
改进	310
粒子	311
群	312
优化	313
无	314
标记	315
鲁棒	316
已有	317
大多	318
单一	319
目标	320
某些	321
形状	322
性能	323
较弱	324
为此	325
阶段	326
：	327
多	328
经典	329
形式	330
解	331
集合	332
使用	333
随机	334
分布	335
初始化	336
种群	337
为	338
分配	339
速度	340
最终	341
maximin	342
策略	343
帕累托	344
决策	345
测量	346
解集	347
理想	348
将	349
最短	350
帕累	351
托解	352
结果表明	353
本	354
集均	355
可	356
获得	357
较优	358
类	359
簇	360
数量	361
复杂度	362
好	363
鲁棒性	364
动词	365
名词	366
CHI	367
特征选择	368
中文	369
人物	370
社会关系	371
抽取	372
标注	373
语料库	374
匮乏	375
过于	376
粗糙	377
简单	378
方式	379
八类	380
主要	381
为了	382
有效	383
特征向量	384
维数	385
灾难	386
尽可能	387
去除	388
特征	389
以	390
提高	391
χ	392
2	393
统计	394
量法	395
（	396
）	397
相结合	398
TF	399
IDF	400
权重	401
SVM	402
分类器	403
F	404
正确率	405
都	406
充分利用	407
集对	408
效果	409
测试	410
折	411
交叉	412
验证	413
检验	414
有效性	415
较强	416
区分	417
能力	418
泛化	419
加权	420
频繁	421
子树	422
相似	423
度	424
网页	425
普遍存在	426
人工	427
耗时	428
大	429
低等	430
WTS	431
视觉	432
剪枝	433
处理	434
深度	435
度量	436
最佳	437
对齐	438
路径	439
解析	440
内容	441
京东	442
苏宁	443
网站	444
比	445
D	446
EEM	447
POL	448
一定	449
优势	450
融合	451
学习	452
过程	453
查询	454
意图	455
扩展	456
推荐	457
热点	458
然而	459
日志	460
包含	461
主流	462
构建	463
较大	464
负面影响	465
观察	466
发现	467
试探性	468
点击	469
行为	470
原因	471
由此	472
建模	473
从而	474
过滤	475
一系列	476
情况	477
于	478
后	479
条件	480
召回	481
率	482
神经	483
语言	484
主观性	485
检测	486
不足	487
句子	488
级	489
主观	490
情感	491
提取	492
借助	493
词法	494
神经网络	495
输入	496
模糊化	497
操作	498
实现	499
多个	500
测试表明	501
可靠	502
分析方法	503
跨	504
有	505
明显	506
意义	507
WPCA	508
LDA	509
:	510
PCA	511
principal	512
component	513
analysis	514
常用	515
特征提取	516
linear	517
discriminant	518
投影	519
没有	520
标签	521
消除	522
设计	523
weighted	524
ana	525
	526
lysis	527
预处理	528
再	529
运用	530
类别	531
权值	532
之后	533
MATLAB	534
仿真	535
六类	536
样品	537
清晰	538
分开	539
更好	540
双	541
精度	542
容差	543
粗糙集	544
属性	545
约简	546
结合	547
贝叶斯	548
拓展	549
完备	550
信息系统	551
概念	552
最小	553
风险	554
不确定性	555
修正	556
实例	557
流形	558
排序	559
过	560
抽样	561
出现	562
冗余	563
局限于	564
根据	565
内在	566
全局	567
少数类	568
值高	569
执行	570
重	571
采样	572
达到	573
改善	574
平衡	575
目的	576
当前	577
同类	578
还	579
提升	580
新闻	581
上市	582
公司财务	583
困境	584
组合	585
预测	586
进一步提高	587
引入	588
财务	589
支持	590
向量	591
机	592
财务数据	593
Logistic	594
阈值	595
表决	596
集成	597
整合	598
两种	599
主题	600
中医药	601
方剂	602
评价	603
功效	604
主治	605
功能	606
但	607
定量化	608
并且	609
中医	610
组成	611
成分	612
发掘	613
“	614
—	615
证型	616
”	617
隐含	618
转换成	619
两个	620
概率分布	621
KL	622
反映	623
辩证	624
论治	625
核	626
极限	627
学习机	628
冠心病	629
创性	630
诊断	631
早期	632
一直	633
医疗	634
新颖	635
Fisher	636
判别分析	637
LFDA	638
KELM	639
诊断模型	640
EKELM	641
剔除	642
找出	643
贡献度	644
子集	645
训练	646
集以	647
PSO	648
旋转	649
森林	650
RF	651
智能	652
ELM	653
BPNN	654
高于	655
精英	656
二进制	657
蝙蝠	658
求解	659
0	660
背包	661
基本	662
收敛	663
速度慢	664
易	665
早熟	666
借鉴	667
遗传算法	668
按照	669
比例	670
群中	671
个体	672
子	673
群和父	674
混合	675
择优	676
保证	677
多样性	678
优秀	679
性	680
搜索	681
每个	682
适应度	683
值时	684
加入	685
贪心	686
另外	687
监测	688
适时	689
柯西	690
跳出	691
极值	692
五个	693
病毒	694
协同	695
无论是	696
还是	697
寻优	698
表现	699
优异	700
提供	701
实用	702
多级	703
语音	704
识别系统	705
基础	706
主	707
分析法	708
混淆	709
度大且	710
不能	711
直接	712
降维	713
逐级	714
判断	715
所属	716
类型	717
七种	718
平均	719
识别率	720
5.05	721
%	722
维度	723
58.3	724
所	725
正确性	726
二维	727
正交	728
矩形	729
布局	730
填空	731
启发式	732
更	733
数学模型	734
BL	735
规则	736
寻找	737
空余	738
平面	739
图形	740
化	741
DFB	742
制定	743
四条	744
调整机制	745
算例	746
显示	747
100	748
利用率	749
极大地提高	750
可以	751
大规模	752
闭环	753
供应链	754
切换	755
库存	756
控制	757
一类	758
回收	759
制造	760
分销	761
系统	762
补货	763
信号	764
优先	765
市场需求	766
由	767
满足	768
控制策略	769
参数	770
关键	771
性能指标	772
分析表明	773
合理	774
抑制	775
运作	776
波动	777
保证系统	778
良好	779
牛鞭	780
效应	781
平稳	782
管理	783
顾客	784
服务水平	785
群体	786
观点	787
演化	788
连续	789
动力学	790
缺乏	791
传播	792
中人	793
人	794
Hegselmann	795
Krause	796
程度	797
领袖	798
团体	799
发挥	800
作用	801
内	802
有利于	803
达成	804
共识	805
越小	806
度越	807
时间	808
越短	809
支持者	810
越多且	811
越	812
接近	813
时	814
值越	815
虚实	816
互动	817
网络	818
博弈	819
给出	820
一般	821
复制	822
动态分析	823
同质	824
体	825
单	826
更新	827
网络结构	828
三	829
方面	830
异质	831
基本一致	832
鞍点	833
取值	834
时要	835
实际	836
恰当	837
带	838
投资	839
约束	840
p	841
中位	842
蚁群	843
限制	844
交通	845
物流	846
设施	847
选址	848
深入分析	849
其次	850
拉格朗	851
日	852
蚁	853
金额	854
规划	855
方案	856
收敛性	857
混合式	858
社区	859
问答	860
答案	861
质量	862
已经	863
成为	864
获取	865
分享	866
重要	867
渠道	868
差异	869
最佳答案	870
活动	871
UAM	872
无关	873
回复	874
权威	875
度及	876
多重	877
评分	878
定量	879
Stack	880
Overflow	881
实用价值	882
3D	883
并行	884
分层	885
乘法	886
递阶	887
平台	888
并行计算	889
SMM	890
枢轴	891
列	892
高等级	893
网格	894
划分	895
向	896
三维	897
转变	898
对应	899
集群	900
间通信	901
HSMM	902
提	903
分	904
推导	905
计算成本	906
Grid5000	907
BlueGene	908
/	909
P	910
所提	911
指标	912
均	913
要	914
烟花	915
云	916
任务调度	917
服务质量	918
quality	919
of	920
service	921
QoS	922
数据中心	923
资源	924
任务	925
虚拟机	926
负载	927
均衡	928
对象	929
fireworks	930
algorithm	931
FWA	932
调度	933
爆炸	934
算子	935
高斯	936
快	937
Cloudsim	938
GA	939
次数	940
持续	941
规模	942
不断扩大	943
陡然	944
增加	945
仿射	946
独立	947
分量	948
盲源	949
分离	950
APA	951
重复	952
BSS	953
慢	954
ICA	955
思想	956
ME	957
MMI	958
EASI	959
输出	960
被	961
式	962
转变成	963
矩阵式	964
加快	965
多云	966
联盟	967
满足用户	968
最大化	969
总	970
收益	971
博弈论	972
CRPs	973
合作	974
旨在	975
合并	976
分裂	977
成员	978
脱离	979
公平性	980
依据	981
Shapley	982
值法	983
完成	984
分割	985
不仅	986
带来	987
LMD	988
尺度	989
熵	990
AP	991
滚动轴承	992
故障诊断	993
故障	994
模式识别	995
需要	996
预先	997
设定	998
数目	999
均值	1000
分解	1001
local	1002
mean	1003
decompoeiton	1004
base	1005
scale	1006
entropy	1007
BSE	1008
相邻	1009
affinity	1010
propagation	1011
状态	1012
振动	1013
若干	1014
乘积	1015
函数	1016
production	1017
function	1018
PF	1019
前	1020
BSE1	1021
BSE3	1022
中心	1023
前提条件	1024
EMD	1025
激电	1026
降噪	1027
激发极化	1028
法	1029
激电法	1030
经验	1031
模态	1032
原始	1033
适应	1034
有限	1035
个	1036
固有	1037
激发	1038
构造	1039
虚拟	1040
通道	1041
多维	1042
激	1043
电信号	1044
滤波	1045
小波	1046
信噪比	1047
SVD	1048
超声	1049
渡越	1050
匹配	1051
追踪	1052
不够	1053
奇异	1054
回波	1055
字典	1056
适配	1057
原子	1058
Comsol	1059
Multipysics	1060
软件	1061
充液	1062
污垢	1063
管道	1064
有限元	1065
特性	1066
规律	1067
换热	1068
波	1069
信息提取	1070
实际意义	1071
